Drop_point,Shipment_Mode,Dosage_Form,Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Weight,Freight_Cost,Line_Item_Insurance,Delivery_Status,Pickup_Point
Haiti,Air,Tablet,990,7454.7,7.53,0.13,109.0,10331.78,16.07,Delivered Early,India
Zambia,Air,Tablet,16539,40355.16,2.44,0.04,796.0,4234.42,79.1,Delivered Early,India
Uganda,Air,Tablet - FDC,3350,29346.0,8.76,0.15,,,57.52,Delivered Early,Others
Nigeria,Air Charter,Tablet - FDC,28000,317800.0,11.35,0.19,3239.0,11637.64,622.89,On time,India
Zambia,Truck,Tablet,29683,86080.7,2.9,0.05,3254.0,8104.79,168.72,Delivered Early,India
Uganda,Air,Others,100,146.0,1.46,0.02,7.0,523.64,0.31,Delivered Early,India
Vietnam,Air,Tablet - FDC,6384,55923.84,8.76,0.15,579.0,3119.75,120.57,Delivered Early,India
Haiti,Air,Tablet,13577,78475.06,5.78,0.19,,,169.19,Delivered Early,India
Ethiopia,Air,Tablet - FDC,16019,140326.44,8.76,0.15,1454.0,5187.5,302.54,Delivered Early,India
Côte d'Ivoire,Air,Tablet,8676,50147.28,5.78,0.19,4845.0,5254.1,98.29,Delivered Early,India
Uganda,Truck,Tablet - FDC,380,3328.8,8.76,0.15,67.0,1549.83,7.18,Delivered Early,Others
Côte d'Ivoire,Air,Tablet,4319,11790.87,2.73,0.05,409.0,1083.3,23.11,Delivered Early,India
Zambia,Truck,Tablet - FDC,20602,133294.94,6.47,0.11,,,261.26,Delivered Early,India
Zambia,Truck,Tablet,50000,136500.0,2.73,0.05,,,267.54,Delivered Early,India
Zambia,Truck,Tablet - FDC,1541,9970.27,6.47,0.11,,,19.54,Delivered Early,India
Zimbabwe,Truck,Tablet - FDC,4000,13600.0,3.4,0.06,632.0,3302.14,26.66,Delivered Early,India
Côte d'Ivoire,Air,Others,2066,20804.62,10.07,0.11,1560.0,3688.33,40.78,Delivered Early,India
Haiti,Air,Others,84,126.0,1.5,0.02,,,0.27,Delivered Early,India
Haiti,Air,Tablet,11500,31395.0,2.73,0.05,1870.0,13122.39,67.69,On time,India
Haiti,Air,Others,3136,5958.4,1.9,0.01,,,12.85,On time,India
Uganda,Air,Tablet,5000,25650.0,5.13,0.17,456.0,5186.68,55.3,Delivered Early,India
Côte d'Ivoire,Air,Others,769,7743.83,10.07,0.11,93.0,4519.96,15.18,Delayed,India
Nigeria,Air Charter,Tablet - FDC,5000,43800.0,8.76,0.15,452.0,,94.43,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,100000,1122000.0,11.22,0.19,11725.0,,2419.03,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,20518,230211.96,11.22,0.19,2407.0,,496.34,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,40148,401480.0,10.0,0.33,3312.0,9736.1,865.59,Delayed,Others
Nigeria,Air Charter,Tablet,905,6787.5,7.5,0.12,47.0,,14.63,Delivered Early,Others
Uganda,Truck,Tablet - FDC,4200,36792.0,8.76,0.15,275.0,11991.12,79.32,Delivered Early,India
Uganda,Air,Tablet,90,675.0,7.5,0.12,4.0,521.52,1.46,Delivered Early,India
Rwanda,Air,Tablet - FDC,25000,280500.0,11.22,0.19,2930.0,42573.95,604.76,Delivered Early,India
Nigeria,Air Charter,Tablet,210,997.5,4.75,0.16,19.0,9736.1,2.15,Delivered Early,India
Nigeria,Air Charter,Tablet,9924,74430.0,7.5,0.12,544.0,9736.1,160.47,Delivered Early,India
Guyana,Air,Others,564,2729.76,4.84,0.05,,,5.89,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,1590,31672.8,19.92,0.66,174.0,9736.1,68.29,Delivered Early,Others
Nigeria,Air Charter,Tablet,46001,122362.66,2.66,0.04,2526.0,9736.1,263.81,Delivered Early,India
Zambia,Truck,Tablet - FDC,27440,240374.4,8.76,0.15,2475.0,4964.27,471.13,Delivered Early,India
Zimbabwe,Air,Tablet - FDC,298,1743.3,5.85,0.1,31.0,3833.17,3.76,Delayed,India
Mozambique,Truck,Tablet - FDC,46000,516120.0,11.22,0.19,,,1112.75,Delivered Early,Others
Uganda,Air,Tablet - FDC,7800,47658.0,6.11,0.1,580.0,6637.05,102.75,Delivered Early,India
Zimbabwe,Truck,Tablet,5900,28025.0,4.75,0.16,509.0,3833.17,60.42,Delivered Early,India
Uganda,Air,Tablet - FDC,4782,53654.04,11.22,0.19,617.0,8676.9,115.68,Delivered Early,Others
Haiti,Air,Others,3168,6336.0,2.0,0.01,1765.0,18473.1,13.66,Delayed,India
Uganda,Air,Tablet - FDC,2797,32864.75,11.75,0.39,210.0,5841.92,70.86,Delayed,Others
Ethiopia,Air,Tablet,20000,46600.0,2.33,0.04,955.0,6154.8,100.47,Delivered Early,India
Rwanda,Air,Tablet - FDC,5869,65850.18,11.22,0.19,758.0,8929.51,141.97,Delivered Early,Others
Uganda,Air,Tablet,950,4370.0,4.6,0.15,76.0,1017.15,9.42,Delivered Early,Others
Zambia,Truck,Tablet,100000,460000.0,4.6,0.15,,,991.76,Delivered Early,India
Mozambique,Air,Tablet,3000,7980.0,2.66,0.04,210.0,1894.2,15.64,Delivered Early,India
Nigeria,Air,Tablet,46678,127430.94,2.73,0.05,4490.0,,274.74,Delivered Early,India
Nigeria,Air,Tablet,28500,131100.0,4.6,0.15,2442.0,,282.65,Delivered Early,India
Nigeria,Air,Tablet,804,3698.4,4.6,0.15,68.0,,7.97,Delivered Early,India
Nigeria,Air,Tablet,200,1500.0,7.5,0.12,11.0,,3.23,Delivered Early,India
Nigeria,Air,Others,500,4855.0,9.71,0.11,60.0,,10.47,Delivered Early,India
Tanzania,Air,Tablet,23358,400356.12,17.14,0.29,2344.0,9309.52,863.17,Delayed,Others
Nigeria,Air,Tablet - FDC,23856,208978.56,8.76,0.15,1918.0,,450.56,Delivered Early,Others
Nigeria,Air,Tablet - FDC,4674,40944.24,8.76,0.15,376.0,,88.28,Delivered Early,Others
Tanzania,Air,Tablet,38500,105105.0,2.73,0.05,2695.0,13457.25,226.61,On time,India
Zimbabwe,Air,Tablet - FDC,5900,19352.0,3.28,0.05,,,41.72,Delivered Early,India
Zimbabwe,Air,Tablet,5880,42394.8,7.21,0.12,,,91.4,Delivered Early,India
Zimbabwe,Air,Tablet - FDC,560,4905.6,8.76,0.15,,,10.58,Delivered Early,India
Ethiopia,Air,Tablet - FDC,29315,167974.95,5.73,0.1,3931.0,13215.67,362.15,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,28868,323898.96,11.22,0.19,3570.0,6147.18,698.33,Delayed,India
Haiti,Air,Tablet,2280,16438.8,7.21,0.12,123.0,2136.1,35.44,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,30000,352500.0,11.75,0.39,2700.0,6147.18,759.99,Delivered Early,Others
Nigeria,Air Charter,Tablet - FDC,54125,607282.5,11.22,0.19,7050.0,6147.18,1309.3,Delivered Early,India
Ethiopia,Air,Tablet,5000,36050.0,7.21,0.12,196.0,1229.52,77.72,Delivered Early,India
Côte d'Ivoire,Air,Others,2436,5456.64,2.24,0.07,,,11.76,Delivered Early,India
Others,Air,Tablet - FDC,9000,100980.0,11.22,0.19,,,217.71,Delivered Early,India
Nigeria,Air Charter,Tablet,13104,35773.92,2.73,0.05,1448.0,6147.18,77.13,Delayed,India
Nigeria,Air Charter,Tablet,34801,95006.73,2.73,0.05,3951.0,6147.18,204.83,Delayed,India
Tanzania,Air,Tablet,15331,68222.95,4.45,0.15,4729.0,18390.42,147.09,Delivered Early,India
Côte d'Ivoire,Air,Others,632,9796.0,15.5,0.26,134.0,8815.65,21.12,Delivered Early,India
Côte d'Ivoire,Truck,Tablet,7925,21080.5,2.66,0.04,18041.0,8953.2,45.45,Delivered Early,India
Côte d'Ivoire,Truck,Tablet,12100,32186.0,2.66,0.04,,,69.39,Delivered Early,India
Haiti,Air,Tablet,27900,74214.0,2.66,0.04,,,160.01,Delayed,India
Guyana,Air,Tablet,1002,7224.42,7.21,0.12,,,15.58,Delivered Early,India
Guyana,Air,Others,230,2233.3,9.71,0.11,,,4.81,Delivered Early,India
Zimbabwe,Truck,Tablet - FDC,112100,642333.0,5.73,0.1,,,1384.87,Delayed,India
Guyana,Air,Tablet,140,5425.0,38.75,0.32,34.0,2027.42,11.7,Delivered Early,India
Uganda,Air,Tablet,27304,118499.36,4.34,0.14,13087.0,56372.66,255.48,Delayed,Others
Uganda,Air,Tablet - FDC,31084,348762.48,11.22,0.19,,,751.93,Delayed,Others
Nigeria,Air,Tablet - FDC,2000,11460.0,5.73,0.1,,,24.71,Delayed,India
Nigeria,Air,Tablet - FDC,72023,615796.65,8.55,0.14,,,1327.66,Delayed,India
Ethiopia,Air,Tablet,1660,11968.6,7.21,0.12,90.0,866.71,25.8,Delivered Early,India
Zambia,Truck,Tablet - FDC,36562,198531.66,5.43,0.09,,,428.03,Delivered Early,India
Haiti,Air,Tablet - FDC,36139,308988.45,8.55,0.14,7100.0,68243.0,666.18,Delayed,India
Côte d'Ivoire,Air,Tablet,19767,52580.22,2.66,0.04,,,113.36,Delayed,India
Nigeria,Air Charter,Tablet - FDC,50000,441000.0,8.82,0.29,4502.0,27457.0,950.8,Delivered Early,Others
Uganda,Truck,Tablet - FDC,69202,776446.44,11.22,0.19,9299.0,54009.25,1674.02,Delivered Early,India
Mozambique,Truck,Tablet - FDC,23448,76909.44,3.28,0.05,1804.0,4815.8,165.82,Delivered Early,India
Nigeria,Air Charter,Tablet,6700,15611.0,2.33,0.04,426.0,43548.0,33.66,Delivered Early,India
Côte d'Ivoire,Air,Others,3660,6771.0,1.85,0.01,,,14.6,Delayed,India
Ethiopia,Air,Tablet,6020,39551.4,6.57,0.22,542.0,3935.92,65.26,Delivered Early,India
Zambia,Truck,Tablet - FDC,200000,2184000.0,10.92,0.36,43128.0,34543.36,4708.7,Delivered Early,Others
Zambia,Truck,Tablet - FDC,129998,1419578.16,10.92,0.36,11115.0,16482.05,3060.61,Delivered Early,Others
Côte d'Ivoire,Air,Tablet,57456,255679.2,4.45,0.15,4720.0,18611.92,551.24,Delivered Early,Others
Zambia,Truck,Tablet - FDC,3355,19224.15,5.73,0.1,,,41.45,Delayed,India
Guyana,Air,Tablet,1827,13172.67,7.21,0.12,,,21.73,Delivered Early,India
Côte d'Ivoire,Air,Tablet - FDC,40752,348429.6,8.55,0.14,,,751.21,Delivered Early,India
Côte d'Ivoire,Air,Others,648,10044.0,15.5,0.26,138.0,17941.47,21.65,Delayed,India
Tanzania,Air,Tablet,3493,14740.46,4.22,0.14,2996.0,9639.1,24.32,Delivered Early,India
Côte d'Ivoire,Air,Tablet - FDC,1309,29452.5,22.5,0.75,,,48.6,Delayed,Others
Côte d'Ivoire,Air,Tablet - FDC,20376,174214.8,8.55,0.14,,,287.45,Delayed,India
Mozambique,Truck,Tablet,4050,9436.5,2.33,0.04,195.0,3495.81,15.57,Delivered Early,India
Côte d'Ivoire,Air,Tablet - FDC,11280,224697.6,19.92,0.66,1264.0,3380.35,370.75,Delayed,Others
Nigeria,Air Charter,Tablet - FDC,2000,11120.0,5.56,0.09,209.0,12601.07,18.35,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,60756,640368.24,10.54,0.35,5481.0,12601.07,1056.61,Delayed,Others
Nigeria,Air Charter,Tablet,87744,370279.68,4.22,0.14,7194.0,12601.07,610.96,Delivered Early,Others
Haiti,Air,Tablet,2111,4918.63,2.33,0.04,101.0,1697.33,10.6,Delayed,India
Zimbabwe,Truck,Others,105,892.5,8.5,0.28,10.0,3403.99,1.92,Delayed,India
Zimbabwe,Truck,Others,45,495.0,11.0,0.37,,,1.07,Delayed,India
Zambia,Truck,Tablet,54869,127844.77,2.33,0.04,2630.0,3402.23,210.94,Delayed,India
Zambia,Truck,Tablet - FDC,120000,1026000.0,8.55,0.14,11057.0,12049.4,2212.06,Delayed,India
Zambia,Truck,Tablet,7946,19944.46,2.51,0.04,1168.0,3402.23,43.0,Delayed,India
Mozambique,Truck,Others,630,882.0,1.4,0.02,485.0,947.52,1.46,Delayed,India
Zambia,Truck,Tablet,10394,72965.88,7.02,0.12,14935.0,15919.88,157.31,Delayed,India
Ethiopia,Air,Tablet,10000,65700.0,6.57,0.22,716.0,2976.29,108.4,Delivered Early,Others
Zimbabwe,Truck,Tablet - FDC,4669,14940.8,3.2,0.05,,,32.21,Delayed,India
Nigeria,Air Charter,Tablet,42371,109317.18,2.58,0.04,5262.0,13398.0,180.37,Delayed,India
Nigeria,Air Charter,Tablet,3173,7393.09,2.33,0.04,170.0,13398.06,12.2,Delayed,India
Nigeria,Air Charter,Tablet,15508,38925.08,2.51,0.04,1107.0,13398.06,64.23,Delayed,India
Rwanda,Air Charter,Others,1800,3330.0,1.85,0.01,718.0,4370.8,5.49,Delivered Early,India
Guyana,Air,Tablet,514,1197.62,2.33,0.04,25.0,1052.04,1.98,Delivered Early,India
Zambia,Truck,Tablet,112000,281120.0,2.51,0.04,6449.0,7962.26,606.09,Delayed,India
Others,Air,Tablet - FDC,14770,79462.6,5.38,0.09,2192.0,10829.6,131.11,Delayed,India
Others,Air,Tablet - FDC,8800,28160.0,3.2,0.05,,,46.46,Delayed,India
Others,Air,Tablet,38040,95480.4,2.51,0.04,2269.0,226.25,157.54,Delayed,India
Haiti,Air,Others,168,221.76,1.32,0.02,,,0.37,Delivered Early,India
Mozambique,Truck,Tablet - FDC,135900,1524798.0,11.22,0.19,,,2515.92,Delayed,India
Zimbabwe,Truck,Tablet - FDC,36997,199043.86,5.38,0.09,,,429.14,Delivered Early,India
Haiti,Air,Others,180,2700.0,15.0,0.25,38.0,1128.54,4.46,Delayed,India
Côte d'Ivoire,Air,Tablet - FDC,1571,35347.5,22.5,0.75,151.0,3545.1,58.32,On time,Others
Haiti,Air,Tablet - FDC,30000,256500.0,8.55,0.14,,,423.22,Delayed,India
Zambia,Truck,Tablet,89037,223482.87,2.51,0.04,,,368.75,Delivered Early,India
Mozambique,Truck,Tablet,19242,81201.24,4.22,0.14,,,133.98,On time,India
Haiti,Air,Tablet,27975,126447.0,4.52,0.15,1704.0,16881.16,208.64,Delivered Early,India
Mozambique,Truck,Others,9400,18988.0,2.02,0.01,3642.0,5678.14,31.33,On time,India
Guyana,Air,Others,385,777.7,2.02,0.01,,,1.28,Delivered Early,India
Zambia,Truck,Tablet - FDC,13154,262027.68,19.92,0.66,1456.0,3949.18,564.93,Delayed,Others
Nigeria,Air Charter,Tablet - FDC,267671,3003268.62,11.22,0.19,37993.0,18495.9,4955.39,Delivered Early,India
Zambia,Truck,Tablet,135158,583882.56,4.32,0.14,17285.0,21454.88,963.41,Delivered Early,India
Others,Air,Tablet - FDC,23861,267720.42,11.22,0.19,4502.0,12314.4,441.74,Delayed,Others
Haiti,Air,Others,3850,5390.0,1.4,0.02,230.0,2936.8,8.89,Delivered Early,India
Others,Air,Tablet - FDC,45000,504900.0,11.22,0.19,5961.0,20144.99,833.08,Delivered Early,India
Zambia,Truck,Tablet,19200,48192.0,2.51,0.04,1936.0,9421.76,79.52,Delivered Early,Others
Côte d'Ivoire,Truck,Others,1512,1995.84,1.32,0.02,360.0,3274.41,3.29,Delivered Early,India
Zambia,Truck,Tablet,108,271.08,2.51,0.04,,,0.45,Delivered Early,India
Côte d'Ivoire,Truck,Tablet,3520,22598.4,6.42,0.21,197.0,3296.34,37.29,Delivered Early,Others
Uganda,Truck,Tablet,10000,41200.0,4.12,0.14,1051.0,39130.38,67.98,Delivered Early,India
Tanzania,Truck,Tablet - FDC,23940,214741.8,8.97,0.3,,,354.32,Delivered Early,India
Tanzania,Truck,Tablet,6400,44928.0,7.02,0.12,355.0,2682.2,74.13,Delivered Early,Others
Tanzania,Air,Tablet - FDC,80000,1593600.0,19.92,0.66,,,2629.44,Delivered Early,Others
Tanzania,Truck,Tablet - FDC,20000,341600.0,17.08,0.57,2302.0,,563.64,Delivered Early,Others
Others,Air,Tablet,13023,33599.34,2.58,0.04,750.0,3787.65,55.44,On time,India
Mozambique,Truck,Others,8000,15600.0,1.95,0.01,2987.0,2779.53,25.74,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,53279,438486.17,8.23,0.27,5494.0,15322.73,723.5,Delivered Early,Others
Zambia,Truck,Tablet,200000,502000.0,2.51,0.04,19257.0,6476.69,828.3,Delivered Early,India
"Congo, DRC",Air,Tablet,26,67.08,2.58,0.04,,,0.09,Delivered Early,India
"Congo, DRC",Air,Tablet,70,180.6,2.58,0.04,,,0.25,Delivered Early,India
"Congo, DRC",Air,Tablet,20,292.6,14.63,0.24,,,0.41,Delivered Early,Others
"Congo, DRC",Air,Tablet - FDC,75,619.5,8.26,0.14,,,0.87,Delivered Early,India
"Congo, DRC",Air,Tablet - FDC,30,330.0,11.0,0.18,,,0.46,Delivered Early,Others
"Congo, DRC",Air,Tablet,22,56.76,2.58,0.04,,,0.08,Delivered Early,India
"Congo, DRC",Air,Tablet - FDC,450,3717.0,8.26,0.14,,,5.21,Delivered Early,India
"Congo, DRC",Air,Tablet,50,1687.0,33.74,0.28,,,2.37,Delivered Early,India
"Congo, DRC",Air,Tablet - FDC,274,2263.24,8.26,0.14,,,3.17,Delayed,India
"Congo, DRC",Air,Others,163,317.85,1.95,0.01,,,0.45,Delayed,India
Mozambique,Truck,Tablet - FDC,100000,1122000.0,11.22,0.19,,,1851.3,Delivered Early,India
Zimbabwe,Truck,Tablet,9073,22773.23,2.51,0.04,2721.0,4777.08,37.58,Delivered Early,India
"Congo, DRC",Air,Tablet,23,53.59,2.33,0.04,1.0,522.42,0.08,On time,India
Zambia,Truck,Tablet,56386,232310.32,4.12,0.14,,,325.7,Delivered Early,India
Haiti,Air,Others,2808,5194.8,1.85,0.01,,,7.28,Delayed,India
Tanzania,Truck,Tablet,17440,95920.0,5.5,0.18,2612.0,1698.83,158.27,Delivered Early,Others
Tanzania,Truck,Tablet,15003,219493.89,14.63,0.24,,,362.16,Delivered Early,Others
Uganda,Truck,Tablet,534,1377.72,2.58,0.04,30.0,2030.0,2.27,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,22426,136350.08,6.08,0.2,1942.0,25231.96,224.98,Delivered Early,Others
Tanzania,Truck,Others,19026,37100.7,1.95,0.01,7096.0,3279.29,61.22,On time,India
Tanzania,Truck,Others,163735,695873.75,4.25,0.07,9208.0,3825.8,1148.19,Delivered Early,Others
South Sudan,Air,Tablet,200,516.0,2.58,0.04,,,0.72,Delivered Early,India
South Sudan,Air,Tablet,200,466.0,2.33,0.04,,,0.65,Delivered Early,India
Mozambique,Truck,Tablet - FDC,14125,158482.5,11.22,0.19,,,261.5,Delayed,Others
Others,Air,Tablet,1800,4518.0,2.51,0.04,,,6.33,Delayed,India
Others,Air,Tablet - FDC,5150,45062.5,8.75,0.29,,,63.18,Delivered Early,Others
Côte d'Ivoire,Truck,Tablet - FDC,75000,841500.0,11.22,0.19,10746.0,22878.26,1388.48,On time,Others
Côte d'Ivoire,Truck,Tablet - FDC,7273,60074.98,8.26,0.14,650.0,4029.71,99.12,Delivered Early,India
Zimbabwe,Truck,Tablet - FDC,7150,21092.5,2.95,0.05,,,34.8,Delayed,India
Rwanda,Air,Others,1489,18612.5,12.5,0.05,557.0,5044.26,26.09,Delivered Early,India
Zimbabwe,Truck,Tablet - FDC,11574,127314.0,11.0,0.18,,,210.07,Delayed,Others
Rwanda,Air,Others,993,8579.52,8.64,0.1,126.0,1675.0,12.03,Delivered Early,India
Tanzania,Truck,Others,26300,119402.0,4.54,0.08,2278.0,7865.4,197.01,On time,India
Tanzania,Truck,Others,24307,47398.65,1.95,0.01,,,78.21,Delivered Early,India
Mozambique,Truck,Others,26807,52273.65,1.95,0.01,9937.0,14700.0,86.25,On time,India
Others,Air,Tablet,4166,29245.32,7.02,0.12,,,41.0,On time,India
Others,Air,Tablet,8334,19418.22,2.33,0.04,,,27.22,On time,India
Uganda,Truck,Tablet - FDC,2000,15560.0,7.78,0.13,,,21.82,Delivered Early,India
Nigeria,Air Charter,Tablet,48874,119252.56,2.44,0.04,4754.0,27441.21,167.19,Delivered Early,India
Zimbabwe,Truck,Tablet - FDC,3345,26024.1,7.78,0.13,,,42.94,Delivered Early,Others
Zambia,Truck,Tablet,13127,32948.77,2.51,0.04,1252.0,6079.27,46.19,Delivered Early,India
Nigeria,Air Charter,Tablet,32562,127317.42,3.91,0.13,,,178.5,Delivered Early,India
Nigeria,Air Charter,Tablet,100000,244000.0,2.44,0.04,,,342.09,Delivered Early,India
Zimbabwe,Truck,Tablet,69037,168450.28,2.44,0.04,4353.0,5530.11,277.94,On time,India
Tanzania,Truck,Tablet,80,440.0,5.5,0.18,841.0,3549.9,0.62,Delivered Early,Others
"Congo, DRC",Air,Test kit,1500,120000.0,80.0,0.8,448.0,2757.4,168.24,On time,
Uganda,Truck,Tablet,3262,8187.62,2.51,0.04,190.0,1095.22,11.48,Delivered Early,India
Nigeria,Air Charter,Tablet,37844,92339.36,2.44,0.04,,,129.46,Delivered Early,India
Zimbabwe,Truck,Tablet,69037,167069.54,2.42,0.04,14074.0,15299.58,275.66,Delivered Early,India
Zimbabwe,Truck,Tablet - FDC,78082,418519.52,5.36,0.18,7490.0,15299.59,690.56,Delivered Early,Others
Zambia,Truck,Tablet - FDC,200000,3008000.0,15.04,0.5,33909.0,16040.39,4217.22,Delivered Early,Others
Nigeria,Air Charter,Tablet - FDC,17124,257544.96,15.04,0.5,2091.0,16532.5,361.08,Delivered Early,Others
Zimbabwe,Truck,Tablet - FDC,4451,13130.45,2.95,0.05,228.0,7423.38,21.67,Delivered Early,India
Zambia,Truck,Tablet,155202,591319.62,3.81,0.13,11334.0,7317.48,829.03,Delayed,India
Nigeria,Air,Tablet - FDC,24799,132922.64,5.36,0.18,,,186.36,Delivered Early,India
Zambia,Truck,Tablet - FDC,65599,193517.05,2.95,0.05,3354.0,7317.47,271.31,Delivered Early,India
Uganda,Truck,Tablet,18350,44774.0,2.44,0.04,1331.0,7504.0,62.77,Delayed,India
Uganda,Truck,Tablet,5000,148400.0,29.68,0.25,,,208.06,Delayed,Others
Uganda,Truck,Tablet - FDC,5619,30117.84,5.36,0.18,596.0,2175.07,42.23,Delivered Early,India
Côte d'Ivoire,Truck,Tablet,4292,16352.52,3.81,0.13,,,22.93,Delivered Early,India
Mozambique,Truck,Tablet,263,636.46,2.42,0.04,,,0.89,Delivered Early,India
Uganda,Truck,Tablet,8132,29600.48,3.64,0.12,690.0,3990.0,41.5,On time,India
Zimbabwe,Truck,Tablet,74469,180214.98,2.42,0.04,4282.0,8443.89,252.66,Delivered Early,India
Tanzania,Truck,Others,13499,58045.7,4.3,0.07,,,81.38,Delivered Early,India
Zambia,Truck,Tablet - FDC,10500,30975.0,2.95,0.05,537.0,6800.6,43.43,Delivered Early,India
Côte d'Ivoire,Truck,Others,5000,10500.0,2.1,0.01,,,14.72,Delivered Early,India
Uganda,Air,Tablet,2445,9315.45,3.81,0.13,244.0,2159.1,13.06,Delivered Early,India
Nigeria,Air,Tablet - FDC,88403,682471.16,7.72,0.13,9421.0,15459.1,956.82,On time,India
Zambia,Truck,Tablet - FDC,2573,7590.35,2.95,0.05,207.0,1900.0,10.64,On time,India
Zambia,Truck,Tablet,43676,105695.92,2.42,0.04,12561.0,25636.2,148.19,On time,India
Zimbabwe,Truck,Others,19425,36907.5,1.9,0.03,1043.0,8043.57,51.74,Delivered Early,India
Mozambique,Truck,Tablet,3726,8271.72,2.22,0.04,,,11.6,On time,India
Mozambique,Truck,Tablet - FDC,43632,336839.04,7.72,0.13,,,472.25,On time,India
Mozambique,Truck,Tablet - FDC,2484,23896.08,9.62,0.16,249.0,4754.19,33.5,On time,India
Zimbabwe,Truck,Tablet - FDC,44665,344813.8,7.72,0.13,,,483.43,Delivered Early,India
Zimbabwe,Truck,Others,33978,78149.4,2.3,0.04,2705.0,9751.8,109.57,Delivered Early,India
Côte d'Ivoire,Truck,Tablet,74064,269592.96,3.64,0.12,,,377.97,Delivered Early,India
Côte d'Ivoire,Truck,Tablet,17500,539350.0,30.82,0.26,6649.0,27350.2,756.17,Delivered Early,Others
Rwanda,Air,Tablet - FDC,69691,373543.76,5.36,0.18,,,523.71,On time,India
Côte d'Ivoire,Truck,Tablet,10000,267000.0,26.7,0.22,,,374.33,Delivered Early,Others
Uganda,Air,Tablet,4535,10974.7,2.42,0.04,491.0,4002.01,15.39,Delayed,India
Rwanda,Air,Tablet - FDC,112007,1356404.77,12.11,0.4,12757.0,20994.85,1901.68,On time,Others
Uganda,Truck,Tablet - FDC,112873,1366892.03,12.11,0.4,12838.0,111318.14,1916.38,On time,Others
"Congo, DRC",Air,Tablet,123,244.77,1.99,0.03,,,0.3,On time,India
Zimbabwe,Truck,Tablet - FDC,221799,1066853.19,4.81,0.16,58270.0,47389.63,1495.73,On time,India
Zimbabwe,Truck,Tablet,164433,379840.23,2.31,0.04,,,532.54,On time,India
Zambia,Truck,Tablet - FDC,30114,412260.66,13.69,0.46,1230.0,6923.53,577.99,Delivered Early,Others
Haiti,Air,Tablet - FDC,270,1269.0,4.7,0.08,,,1.57,Delivered Early,India
"Congo, DRC",Air,Tablet - FDC,1296,2928.96,2.26,0.04,,,3.62,Delayed,India
"Congo, DRC",Air,Tablet - FDC,990,8494.2,8.58,0.14,,,10.51,Delayed,India
"Congo, DRC",Air,Tablet - FDC,54,248.4,4.6,0.08,,,0.31,Delayed,India
"Congo, DRC",Air,Tablet,228,1664.4,7.3,0.08,,,2.06,Delayed,India
Côte d'Ivoire,Truck,Tablet - FDC,36240,310939.2,8.58,0.14,13509.0,36857.21,435.94,On time,India
Uganda,Air,Tablet - FDC,7253,62230.74,8.58,0.14,,,87.25,Delivered Early,India
Uganda,Air,Tablet - FDC,32298,151800.6,4.7,0.16,,,187.78,Delivered Early,India
Zimbabwe,Truck,Tablet - FDC,20160,244137.6,12.11,0.4,,,302.0,Delivered Early,Others
Zimbabwe,Truck,Tablet - FDC,4800,34896.0,7.27,0.12,,,43.17,Delivered Early,India
Uganda,Truck,Tablet - FDC,42717,366511.86,8.58,0.14,5732.0,25118.88,453.38,Delivered Early,India
Haiti,Air,Others,216,285.12,1.32,0.02,,,0.35,Delivered Early,India
Côte d'Ivoire,Truck,Tablet,8476,209865.76,24.76,0.21,,,294.23,Delivered Early,India
Zimbabwe,Truck,Tablet - FDC,49467,232494.9,4.7,0.16,8615.0,49580.17,325.96,Delivered Early,India
Zambia,Truck,Tablet,25991,58739.66,2.26,0.04,2504.0,12315.5,72.66,Delivered Early,India
Guyana,Truck,Others,225,416.25,1.85,0.01,,,0.51,Delivered Early,India
Zimbabwe,Air,Tablet,2390,56762.5,23.75,0.2,533.0,5623.52,70.22,On time,Others
Uganda,Air,Tablet - FDC,7051,98431.96,13.96,0.47,,,121.76,On time,Others
Zambia,Truck,Tablet - FDC,225035,3080729.15,13.69,0.46,25504.0,33770.41,4319.18,Delivered Early,Others
Côte d'Ivoire,Truck,Tablet - FDC,38722,332234.76,8.58,0.14,,,465.79,Delayed,India
Tanzania,Truck,Others,11606,26693.8,2.3,0.04,,,33.02,Delivered Early,India
Mozambique,Air,Tablet,1800,7272.0,4.04,0.13,108.0,832.5,9.0,On time,Others
Others,Air,Tablet,240,5942.4,24.76,0.21,,,7.35,Delivered Early,Others
Zambia,Air,Tablet - FDC,69811,423752.77,6.07,0.2,7632.0,50626.6,524.18,Delivered Early,Others
South Sudan,Air,Tablet,1466,9910.16,6.76,0.11,83.0,2089.0,12.26,Delivered Early,India
Zambia,Air,Tablet - FDC,20537,124659.59,6.07,0.2,,,154.2,Delivered Early,India
Others,Air,Tablet - FDC,1080,6555.6,6.07,0.2,,,8.11,Delivered Early,Others
